idcode,year,age,grade,not_smsa,south,ttl_exp,tenure,ln_wage,black,age2,ttl_exp2,tenure2
3059,82,34,17,1,1,7.5064101,0,1.9344155,0,1156,56.346191,0
3059,83,35,17,1,1,8.5448713,0,2.5888247,0,1225,73.014824,0
3059,85,37,17,1,1,10.544871,2,2.8069379,0,1369,111.19431,4
3059,87,39,17,1,1,12.544871,0,2.8271945,0,1521,157.37379,0
3059,88,40,17,0,1,13.929487,1.3333334,2.3634937,0,1600,194.03061,1.7777779
3060,80,34,8,1,1,1.8846154,1.8333334,1.402331,1,1156,3.5517752,3.3611112
3060,82,36,8,1,1,3.8333333,3.8333333,1.1847895,1,1296,14.694444,14.694444
3060,83,37,8,1,1,4.9166665,4.9166665,1.0382273,1,1369,24.173609,24.173609
3060,85,39,8,1,1,6.9166665,6.8333335,1.2715307,1,1521,47.840275,46.694447
3060,87,41,8,1,1,8.916667,8.916667,.92957956,1,1681,79.50695,79.50695
3060,88,42,8,1,1,10.25,10.25,1.0216509,1,1764,105.0625,105.0625
3061,82,35,16,0,1,3.0512819,.41666666,1.4327004,0,1225,9.3103218,.1736111
3061,83,37,16,0,1,4.0705128,1.5,1.6825845,0,1369,16.569075,2.25
3061,85,38,16,0,1,6.0705128,3.4166667,1.671958,0,1444,36.851124,11.673612
3061,87,41,16,0,1,8.0705128,5.5,1.7964861,0,1681,65.133179,30.25
3061,88,42,16,0,1,9.2435894,6.8333335,1.9465997,0,1764,85.443947,46.694447
3062,71,18,12,1,1,.44230768,.41666666,1.4988663,0,324,.19563608,.1736111
3062,72,19,12,1,1,1.4615384,1.4166666,1.5033627,0,361,2.1360946,2.0069444
3062,73,20,12,1,1,2.4166667,2.4166667,1.5470476,0,400,5.8402781,5.8402781
3062,75,22,12,1,1,4.4166665,4.4166665,1.5430955,0,484,19.506943,19.506943
3062,77,24,12,1,1,6.5,6.5,1.6491196,0,576,42.25,42.25
3062,78,25,12,1,1,7.5,7.5,1.655831,0,625,56.25,56.25
3062,80,27,12,1,1,9.416667,9.416667,1.6589974,0,729,88.673615,88.673615
3062,82,29,12,1,1,11.5,11.5,1.5173221,0,841,132.25,132.25
3062,83,30,12,1,1,12.5,12.5,1.5949234,0,900,156.25,156.25
3062,85,32,12,1,1,14.5,14.416667,1.6820085,0,1024,210.25,207.84029
3062,87,34,12,0,1,16.346153,0,1.7669275,0,1156,267.19672,0
3062,88,35,12,0,1,17.653845,1.3333334,1.7642785,0,1225,311.65823,1.7777779
3063,88,36,18,1,1,10.384615,.91666669,1.8837457,0,1296,107.84023,.84027779
3064,68,21,8,0,1,.11538462,,.93394566,1,441,.013313609,
3064,70,23,8,0,1,1.3653846,.41666666,1.3163017,1,529,1.8642751,.1736111
3064,71,24,8,0,1,2.3653846,1.4166666,1.4988663,1,576,5.5950441,2.0069444
3064,72,25,8,0,1,3.4038463,2.5,1.2920542,1,625,11.586169,6.25
3064,73,26,8,0,1,4.4038463,3.5,1.5253543,1,676,19.393862,12.25
3064,75,28,8,0,1,5.4166665,5.4166665,1.4203362,1,784,29.340277,29.340277
3064,77,30,8,0,1,7.5,7.5,1.4345844,1,900,56.25,56.25
3064,78,31,8,0,1,8.5,8.5,1.3813936,1,961,72.25,72.25
3064,80,33,8,0,1,10.5,10.5,1.275272,1,1089,110.25,110.25
3064,82,35,8,0,1,12.5,12.5,1.5151271,1,1225,156.25,156.25
3064,83,36,8,0,1,13.5,13.5,1.4067372,1,1296,182.25,182.25
3064,85,38,8,0,1,14.173077,.16666667,1.2120049,1,1444,200.8761,.02777778
3065,78,24,13,0,1,3.474359,1,1.3279004,0,576,12.071171,1
3065,80,26,13,0,1,4.5128207,.58333331,1.2324321,0,676,20.365551,.34027776
3065,82,28,13,0,1,6.3974361,2.5833333,1.2809334,0,784,40.927189,6.6736107
3065,83,29,13,0,1,7.1474361,3,.980829,0,841,51.085842,9
3065,85,31,13,0,1,9.1474361,2.5833333,1.6820085,0,961,83.675591,6.6736107
3065,87,33,13,0,1,11.147436,4.5,1.7597586,0,1089,124.26534,20.25
3065,88,34,13,0,1,12.512821,5.8333335,1.6222377,0,1156,156.57069,34.027779
3066,83,38,16,0,1,11.75,6,1.9572358,0,1444,138.0625,36
3066,85,40,16,0,1,13.75,8.083333,2.0184801,0,1600,189.0625,65.340271
3066,87,42,16,0,1,15.75,10.083333,2.4600747,0,1764,248.0625,101.67361
3066,88,44,16,1,1,15.75,11.416667,2.3280234,0,1936,248.0625,130.34029
3067,68,23,5,1,1,.25,.25,1.2487563,0,529,.0625,.0625
3067,70,25,5,1,1,.65384614,.33333334,1.3650918,0,625,.42751479,.11111112
3067,71,26,5,1,1,1.5961539,1.3333334,1.4685616,0,676,2.5477071,1.7777779
3067,72,27,5,1,1,2.5384617,2.3333333,1.4792655,0,729,6.4437876,5.4444442
3069,73,21,12,1,1,1.5384616,.5,1.1668911,0,441,2.366864,.25
3069,75,22,12,1,1,2.5384614,2.4166667,1.5502899,0,484,6.4437866,5.8402781
3069,77,25,12,1,1,3.5384614,.5,1.7659417,0,625,12.520709,.25
3069,78,26,12,1,1,4.3461537,1.3333334,1.8812013,0,676,18.889051,1.7777779
3069,80,28,12,1,1,5.3653846,1.5,1.8702018,0,784,28.787352,2.25
3069,82,29,12,1,1,6.25,2.4166667,2.0902181,0,841,39.0625,5.8402781
3069,85,33,12,1,1,6.5,.33333334,1.9051521,0,1089,42.25,.11111112
3069,87,35,12,0,1,8.1730766,.75,1.9004589,0,1225,66.799179,.5625
3069,88,36,12,0,1,9.4807692,1.5833334,1.7871301,0,1296,89.884987,2.5069447
3070,72,18,12,1,1,1.2884614,.083333336,1.0390575,0,324,1.6601329,.006944445
3070,73,19,12,1,1,1.8269231,.33333334,1.1260688,0,361,3.3376482,.11111112
3070,75,21,12,1,1,2.8269231,2.4166667,1.5958316,0,441,7.9914942,5.8402781
3070,77,23,12,0,1,3.8269231,.75,1.6462336,0,529,14.645341,.5625
3070,78,24,12,0,1,4.8846154,1.9166666,1.8644695,0,576,23.859468,3.6736109
3070,80,26,12,0,1,6.7692308,3.75,1.7906038,0,676,45.822487,14.0625
3070,82,28,12,0,1,8.2692308,5.8333335,1.9974176,0,784,68.38018,34.027779
3070,83,29,12,0,1,9.1730766,6.75,2.1254368,0,841,84.145332,45.5625
3070,85,31,12,0,1,11.173077,8.833333,2.2027843,0,961,124.83764,78.027771
3070,88,35,12,0,1,14.115384,2.5833333,1.3134412,0,1225,199.24406,6.6736107
3071,71,23,16,0,1,2.5384614,1.4166666,1.8445358,0,529,6.4437866,2.0069444
3071,75,27,16,0,1,3.0384614,1.25,1.2173958,0,729,9.2322483,1.5625
3071,87,39,16,0,0,11.442307,,.18566018,0,1521,130.92641,
3072,71,24,12,1,1,3.0769231,2.5833333,1.5786662,0,576,9.4674559,6.6736107
3072,87,40,12,1,1,13.769231,1.4166666,.39763057,0,1600,189.59172,2.0069444
3072,88,41,12,1,1,14.442307,2.0833333,.96633577,0,1681,208.58025,4.3402777
3073,68,16,7,1,1,.083333336,.083333336,1.1570892,0,256,.006944445,.006944445
3073,69,17,7,0,1,1.0833334,.25,.70526844,0,289,1.1736112,.0625
3073,70,18,7,0,1,1.2948718,.41666666,1.2970632,0,324,1.676693,.1736111
3073,72,20,7,1,1,1.4102564,.33333334,1.4292552,0,400,1.9888231,.11111112
3073,78,26,7,0,1,1.948718,.58333331,1.3086346,0,676,3.7975016,.34027776
3073,80,28,7,1,1,3.3141026,0,1.208581,0,784,10.983276,0
3073,82,30,7,1,1,5.1987181,0,1.4279156,0,900,27.02667,0
3073,83,31,7,1,1,6.1025643,.91666669,1.6914734,0,961,37.241291,.84027779
3073,85,33,7,1,1,8.1025639,1.75,1.246084,0,1089,65.651543,3.0625
3073,87,35,7,1,1,10.102564,3.8333333,.96205008,0,1225,102.0618,14.694444
3073,88,36,7,1,1,11.429487,5.1666665,1.4026651,0,1296,130.63318,26.694443
3074,69,23,12,0,1,1,1,1.6191466,0,529,1,1
3074,70,24,12,0,1,2.0576923,2,1.6301993,0,576,4.2340975,4
3074,71,25,12,0,1,2.9807692,2.5833333,1.488152,0,625,8.884985,6.6736107
3074,72,26,12,0,1,12.5,12.5,1.7802728,0,676,156.25,156.25
3074,73,27,12,1,1,13.442307,13.083333,1.8226823,0,729,180.69563,171.1736
3074,75,29,12,1,1,14.442307,2.4166667,1.9204926,0,841,208.58025,5.8402781
3074,77,31,12,1,1,15.442307,4.4166665,1.9962392,0,961,238.46486,19.506943
3074,78,32,12,1,1,16.5,5.4166665,1.9827331,0,1024,272.25,29.340277
3074,80,34,12,1,1,18.384615,7.4166665,2.1587734,0,1156,337.99408,55.006943
3075,70,20,12,1,1,.5,.5,1.1539618,0,400,.25,.25
3075,71,21,12,1,1,.86538458,.25,1.3348778,0,441,.74889046,.0625
3075,72,22,12,1,1,1.6538461,.66666669,4.2427516,0,484,2.7352071,.44444448
3075,75,25,12,1,1,3.5384614,1.5,1.7181709,0,625,12.520709,2.25
3075,77,27,12,1,1,4.4615383,3.4166667,1.7912596,0,729,19.905325,11.673612
3075,78,28,12,1,1,5.3653846,4.3333335,1.88557,0,784,28.787352,18.777779
3076,75,23,6,1,1,.096153848,.083333336,1.1608251,0,529,.0092455624,.006944445
3076,77,25,6,1,1,.33333334,.33333334,1.0370717,0,625,.11111112,.11111112
3077,72,19,9,1,1,1.2115384,.83333331,1.6777167,0,361,1.4678254,.69444442
3077,73,20,9,1,1,1.6538461,.33333334,1.5986733,0,400,2.7352071,.11111112
3077,75,22,9,1,1,2.0192308,.58333331,.33791897,0,484,4.0772934,.34027776
3077,78,25,9,0,1,2.0961537,.25,1.6139251,0,625,4.3938603,.0625
3077,80,27,9,1,1,2.25,.083333336,1.8558644,0,729,5.0625,.006944445
3077,82,29,9,1,1,2.5,.25,1.3082757,0,841,6.25,.0625
3077,87,34,9,1,1,3.1923077,.75,1.1711825,0,1156,10.190828,.5625
3078,77,34,17,0,0,4.8974361,.33333334,2.5343862,1,1156,23.98488,.11111112
3078,78,35,17,0,0,5.9358978,1.4166666,2.5565336,1,1225,35.234882,2.0069444
3078,80,37,17,0,0,5.9743595,.083333336,2.4952457,1,1369,35.69297,.006944445
3078,82,39,17,0,0,7.3205132,2,2.5063415,1,1521,53.589912,4
3078,83,40,17,0,0,8.1474361,3,2.6778183,1,1600,66.380714,9
3078,85,42,17,0,0,9.6858978,5,2.763248,1,1764,93.81662,25
3078,87,44,17,0,0,11.22436,7,2.7218885,1,1936,125.98624,49
3078,88,45,17,0,0,12.416667,8.416667,2.8032136,1,2025,154.17361,70.840286
3079,72,19,12,1,1,.72435898,.5,1.0762366,1,361,.52469593,.25
3079,73,20,12,1,1,1.0320513,.75,1.0237896,1,400,1.06513,.5625
3079,75,22,12,1,1,1.474359,.33333334,.65527636,1,484,2.1737347,.11111112
3079,77,24,12,1,1,2.3333333,2.3333333,.88119918,1,576,5.4444442,5.4444442
3079,78,25,12,1,1,3.4166667,3.4166667,1.2895859,1,625,11.673612,11.673612
3079,80,27,12,1,1,5.4166665,5.4166665,1.2622851,1,729,29.340277,29.340277
3079,82,29,12,1,1,7.4166665,7.4166665,1.3164082,1,841,55.006943,55.006943
3079,83,30,12,1,1,8.3974361,8.333333,1.1747307,1,900,70.516937,69.444443
3079,85,32,12,1,1,10.397436,10.333333,1.2864931,1,1024,108.10668,106.77777
3079,87,34,12,1,1,12.397436,12.333333,1.2172613,1,1156,153.69643,152.1111
3079,88,35,12,1,1,13.762821,13.75,1.1918211,1,1225,189.41525,189.0625
3080,71,19,9,0,1,3.2115386,2.6666667,.1531512,1,361,10.31398,7.1111116
3080,72,20,9,0,1,4.0192308,.91666669,.47374395,1,400,16.154217,.84027779
3081,69,18,9,0,0,1,.083333336,1.3923732,1,324,1,.006944445
3081,70,19,9,1,1,1.423077,.16666667,1.3923732,1,361,2.0251482,.02777778
3081,71,20,9,0,0,1.4423077,0,1.5141276,1,400,2.0802515,0
3082,72,18,12,0,1,3.7564101,3.5,.80073237,1,324,14.110617,12.25
3082,73,19,12,0,1,4.6987181,.25,1.2314292,1,361,22.077951,.0625
3082,75,21,12,0,1,5.525641,.16666667,1.6026578,1,441,30.532707,.02777778
3082,78,24,12,0,1,7.5064101,2.9166667,1.9827331,1,576,56.346191,8.5069447
3082,80,26,12,0,1,9.3910255,4.9166665,2.2220609,1,676,88.19136,24.173609
3082,82,28,12,0,1,11.27564,0,2.4458187,1,784,127.14007,0
3082,83,29,12,0,1,12.198717,.91666669,2.4056368,1,841,148.8087,.84027779
3082,85,31,12,0,1,14.198717,3.0833333,2.2854128,1,961,201.60356,9.5069437
3082,87,33,12,0,1,16.198717,4.9166665,2.4896333,1,1089,262.39844,24.173609
3083,68,22,12,1,1,1,0,.53346747,0,484,1,0
3084,71,17,10,0,1,.75,.75,1.2707356,1,289,.5625,.5625
3084,72,18,10,0,1,1.75,1.75,1.1120822,1,324,3.0625,3.0625
3084,73,19,10,0,1,2.0961537,1.9166666,1.146688,1,361,4.3938603,3.6736109
3084,75,21,10,0,1,3.0576921,.58333331,1.3786633,1,441,9.3494806,.34027776
3084,77,23,10,0,1,3.5961537,1.9166666,1.4239157,1,529,12.932322,3.6736109
3084,85,31,10,0,1,7.1666665,7.1666665,1.5560668,1,961,51.361111,51.361111
3085,70,27,8,1,1,2.3653846,1.1666666,2.144361,1,729,5.5950441,1.361111
3085,71,28,8,1,1,2.7692308,.75,.61057597,1,784,7.6686397,.5625
3085,72,29,8,1,1,2.8076923,.16666667,1.2314292,1,841,7.8831358,.02777778
3085,75,32,8,1,1,3.2115386,1.4166666,.062212598,1,1024,10.31398,2.0069444
3086,75,24,8,1,1,.33333334,.33333334,1.2661853,1,576,.11111112,.11111112
3086,77,26,8,1,1,.58333337,.25,1.0781701,1,676,.34027782,.0625
3087,77,23,12,0,1,1.2435898,.58333331,1.3228196,1,529,1.5465155,.34027776
3088,80,28,11,0,1,4.1923075,1.5,1.4467827,1,784,17.575441,2.25
3088,82,30,11,1,1,6,.16666667,1.2527629,1,900,36,.02777778
3088,83,31,11,1,1,6.8461537,.58333331,1.2947271,1,961,46.86982,.34027776
3088,85,33,11,1,1,8.8461542,.75,1.4441742,1,1089,78.254448,.5625
3089,71,23,9,1,1,1.1538461,.16666667,1.2178618,1,529,1.3313609,.02777778
3089,75,27,9,1,1,2.1153846,.91666669,1.2173958,1,729,4.4748521,.84027779
3089,77,29,9,1,1,2.4423077,.16666667,1.2385131,1,841,5.9648671,.02777778
3089,82,34,9,1,1,2.9038463,1.4166666,1.0986123,1,1156,8.4323235,2.0069444
3089,85,37,9,1,1,2.9038463,.16666667,1.1939223,1,1369,8.4323235,.02777778
3090,68,18,12,0,1,.40384614,.083333336,.24079847,1,324,.1630917,.006944445
3090,69,19,12,1,1,.65384614,.16666667,.93394566,1,361,.42751479,.02777778
3090,71,21,12,0,0,.67307693,.083333336,1.115543,1,441,.45303255,.006944445
3090,72,22,12,1,1,1,1,1.0004425,1,484,1,1
3090,75,25,12,1,1,1.3269231,.41666666,1.2850542,1,625,1.760725,.1736111
3090,77,27,12,0,1,2.3269231,1.75,1.3643149,1,729,5.4145713,3.0625
3090,78,28,12,0,1,3.3076923,2.75,1.1713223,1,784,10.940828,7.5625
3090,80,30,12,1,1,5.1923075,4.8333335,1.3225254,1,900,26.960056,23.361113
3090,82,32,12,1,1,5.5961537,1.25,1.3529758,1,1024,31.316936,1.5625
3090,88,38,12,1,1,6.7692304,.16666667,1.0593913,1,1444,45.822479,.02777778
3091,77,25,12,1,1,.75,.33333334,.67499197,0,625,.5625,.11111112
3091,78,26,12,1,1,1.0769231,.66666669,1.0981125,0,676,1.1597635,.44444448
3092,71,23,7,1,1,1.9679487,.5,2.6380579,1,529,3.872822,.25
3092,72,24,7,1,1,2.5448718,.75,1.2500055,1,576,6.4763727,.5625
3092,73,25,7,1,1,3.4871795,.91666669,1.1711826,1,625,12.160421,.84027779
3092,75,27,7,1,1,4.1602564,.75,1.3351789,1,729,17.307734,.5625
3092,77,29,7,1,1,4.5641026,.41666666,1.5035775,1,841,20.831034,.1736111
3092,78,30,7,1,1,5.6025643,1.5,1.2503659,1,900,31.388727,2.25
3092,80,32,7,1,1,7.4871798,3.5,1.275272,1,1024,56.057861,12.25
3092,82,34,7,1,1,9.3717957,0,1.6094379,1,1156,87.830551,0
3092,83,35,7,1,1,10.410257,.41666666,1.7917595,1,1225,108.37346,.1736111
3093,71,25,7,1,1,.21153846,.16666667,1.3348778,1,625,.044748522,.02777778
3093,72,26,7,1,1,.83333331,.83333331,1.2500055,1,676,.69444442,.69444442
3093,73,27,7,1,1,1.5064102,.83333331,.98456955,1,729,2.2692719,.69444442
3093,75,29,7,1,1,1.7371795,.83333331,1.2173958,1,841,3.0177927,.69444442
3094,78,28,14,0,1,4.5576925,1.5,1.7528081,0,784,20.772562,2.25
3094,80,30,14,0,1,6.4423079,2.4166667,2.366329,0,900,41.50333,5.8402781
3094,82,32,14,0,1,8.3269234,4.3333335,2.5741374,0,1024,69.337654,18.777779
3094,83,33,14,0,1,9,5,2.8332133,0,1089,81,25
3094,87,37,14,0,1,9,.083333336,1.499687,0,1369,81,.006944445
3095,69,19,6,1,1,.25,.25,1.4225252,1,361,.0625,.0625
3095,70,20,6,1,1,.46153846,.25,1.3801776,1,400,.21301775,.0625
3095,71,21,6,1,1,.63461542,.16666667,1.3348778,1,441,.40273672,.02777778
3095,72,22,6,1,1,.63461542,.25,1.9824591,1,484,.40273672,.0625
3095,73,23,6,1,1,1.4038463,.75,1.1897589,1,529,1.9707843,.5625
3095,75,25,6,1,1,1.846154,1.0833334,1.3127055,1,625,3.4082844,1.1736112
3095,77,27,6,1,1,2.5576925,.58333331,1.2678547,1,729,6.541791,.34027776
3095,78,28,6,1,1,3.5961542,1.6666666,1.3953314,1,784,12.932325,2.7777777
3095,80,30,6,1,1,5.3076925,3.6666667,1.4248039,1,900,28.1716,13.444445
3095,82,32,6,1,1,7.1153851,5.5833335,1.5216986,1,1024,50.628704,31.173613
3095,85,35,6,1,1,10.115385,0,1.6377079,1,1225,102.32101,0
3095,87,37,6,1,1,12.115385,2.0833333,1.4773384,1,1369,146.78256,4.3402777
3095,88,38,6,1,1,13.442308,3.4166667,1.5307359,1,1444,180.69565,11.673612
3096,73,19,11,1,1,.16666667,.16666667,1.2500055,1,361,.02777778,.02777778
3096,75,21,11,1,1,.32051283,.25,1.2173958,1,441,.10272848,.0625
3096,78,24,11,1,1,.95512819,.58333331,1.3086346,1,576,.91226989,.34027776
3096,80,26,11,1,1,2.2435899,.33333334,1.3070208,1,676,5.0336957,.11111112
3096,82,28,11,1,1,4.0512819,2.3333333,1.3350009,1,784,16.412886,5.4444442
3096,83,29,11,1,1,5.0705128,3.3333333,1.3610005,1,841,25.7101,11.111111
3096,85,31,11,1,1,6.8205128,5.25,1.3943264,1,961,46.519394,27.5625
3096,87,33,11,1,1,8.8205128,7.25,1.3812647,1,1089,77.801445,52.5625
3096,88,35,11,1,1,10.166667,8.666667,1.382664,1,1225,103.36111,75.111115
3097,69,22,8,1,1,.21153846,.16666667,1.4225252,1,484,.044748522,.02777778
3097,70,23,8,1,1,.26923078,0,1.3801776,1,529,.072485216,0
3097,72,25,8,1,1,.5,.5,1.2500055,1,625,.25,.25
3097,73,26,8,1,1,1.1153846,.66666669,1.2500055,1,676,1.2440828,.44444448
3097,75,28,8,1,1,1.9166666,1.9166666,1.0128281,1,784,3.6736109,3.6736109
3097,77,30,8,1,1,1.9166666,.33333334,.74739218,1,900,3.6736109,.11111112
3097,80,33,8,1,1,3.3397436,1.6666666,1.275272,1,1089,11.153888,2.7777777
3097,85,38,8,1,1,3.8397436,.58333331,1.099209,1,1444,14.743631,.34027776
3097,87,40,8,1,1,5.5897436,2.6666667,.98416781,1,1600,31.245234,7.1111116
3097,88,42,8,1,1,6.9358974,4,.86846596,1,1764,48.10667,16
3098,70,19,12,1,1,1.4230769,1,1.3740242,0,361,2.0251477,1
3098,71,20,12,1,1,1.826923,.5,1.0694419,0,400,3.3376477,.25
3098,72,21,12,0,1,2.5576923,,1.3095472,0,441,6.54179,
3098,73,22,12,0,1,3.5192306,.66666669,1.3095472,0,484,12.384984,.44444448
3098,75,24,12,0,1,4.5192308,.33333334,1.4603417,0,576,20.423447,.11111112
3098,77,26,12,0,1,5.1346154,1.9166666,1.5296612,0,676,26.364275,3.6736109
3098,78,27,12,0,1,5.1346154,.41666666,1.3953314,0,729,26.364275,.1736111
3098,82,31,12,1,1,6.8461537,.083333336,1.2494349,0,961,46.86982,.006944445
3098,83,32,12,1,1,6.8461537,.16666667,1.2089599,0,1024,46.86982,.02777778
3098,85,34,12,1,1,8.0384617,1.0833334,1.2765435,0,1156,64.616867,1.1736112
3098,87,36,12,1,1,10.038462,2.0833333,1.5384123,0,1296,100.77071,4.3402777
3098,88,37,12,1,1,11.365385,2.5,1.4404055,0,1369,129.17198,6.25
3099,69,25,8,0,1,0,,1.4222263,1,625,0,
3099,70,26,8,1,1,.15384616,0,1.451214,1,676,.023668641,0
3099,71,27,8,1,1,.42307693,.25,.80073237,1,729,.17899409,.0625
3099,75,31,8,1,1,1.4615386,.58333331,1.2661853,1,961,2.136095,.34027776
3099,77,33,8,1,1,1.8076924,.33333334,1.3013138,1,1089,3.2677519,.11111112
3099,80,36,8,1,1,2.1538463,.25,1.4654768,1,1296,4.6390538,.0625
3099,82,38,8,1,1,3.1730769,0,1.1314017,1,1444,10.068417,0
3099,83,39,8,1,1,4.2307692,1,1.1687781,1,1521,17.899408,1
3099,85,41,8,1,1,6.2307692,.5,1.4031755,1,1681,38.822483,.25
3099,87,43,8,1,1,8.2307692,2.4166667,1.383363,1,1849,67.74556,5.8402781
3099,88,44,8,1,1,9.5576925,3.8333333,1.3027902,1,1936,91.349487,14.694444
3100,71,25,11,0,1,.083333336,.083333336,.8462984,1,625,.006944445,.006944445
3101,68,22,9,1,1,.16666667,.16666667,.13543753,1,484,.02777778,.02777778
3101,70,24,9,1,1,1.5,0,.19845095,1,576,2.25,0
3101,71,25,9,1,1,1.8461539,.083333336,.88551909,1,625,3.4082839,.006944445
3101,77,31,9,0,1,2.1346154,,1.2636263,1,961,4.5565829,
3101,78,32,9,0,1,3.1730771,.25,1.3795247,1,1024,10.068419,.0625
3101,83,37,9,0,1,4.8269234,.083333336,1.2039726,1,1369,23.299189,.006944445
3101,85,39,9,0,1,6.7307696,2.0833333,1.1877122,1,1521,45.303261,4.3402777
3102,77,25,11,1,1,2.5833333,2.5833333,.11728317,1,625,6.6736107,6.6736107
3102,78,26,11,1,1,3.6666667,3.6666667,1.3086346,1,676,13.444445,13.444445
3102,80,28,11,1,1,5.6666665,5.6666665,1.275272,1,784,32.111111,32.111111
3102,82,30,11,1,1,7.4551282,.25,1.6136574,1,900,55.578938,.0625
3102,83,31,11,1,1,7.4551282,.75,1.1687781,1,961,55.578938,.5625
3102,85,33,11,1,1,7.7820511,1.5833334,1.281574,1,1089,60.560318,2.5069447
3104,75,28,17,0,1,5.4230771,.58333331,2.1236355,0,784,29.409765,.34027776
3104,77,30,17,0,1,6.1923079,2.5,2.1524241,0,900,38.344677,6.25
3104,78,31,17,0,1,7.1923079,3.5,1.8730905,0,961,51.729294,12.25
3105,68,19,15,0,1,0,,1.4039489,1,361,0,
3105,70,21,15,0,1,1.8076923,.91666669,1.3037072,1,441,3.2677515,.84027779
3105,71,23,15,0,1,2.8846154,1.9166666,1.5426691,1,529,8.3210058,3.6736109
3105,72,23,15,0,1,3.8653846,2.8333333,1.5986733,1,529,14.941198,8.0277777
3105,73,25,15,0,1,4.5576925,3.9166667,1.6681629,1,625,20.772562,15.340279
3105,75,26,15,0,1,5.8333335,5.8333335,2.0171521,1,676,34.027779,34.027779
3106,71,21,12,0,1,.32692307,0,1.3163017,1,441,.1068787,0
3106,75,25,12,0,1,3.0961537,2.8333333,1.2943568,1,625,9.5861683,8.0277777
3106,77,27,12,0,1,4.9166665,4.9166665,1.3795247,1,729,24.173609,24.173609
3106,78,28,12,0,1,5.7820511,5.75,1.0981125,1,784,33.432114,33.0625
3106,80,30,12,0,1,7.5897436,1.9166666,1.2590117,1,900,57.60421,3.6736109
3106,82,32,12,0,1,9.4743595,4,1.2809334,1,1024,89.763489,16
3106,83,33,12,0,1,10.47436,4.9166665,1.3461126,1,1089,109.7122,24.173609
3106,85,35,12,0,1,12.47436,6.9166665,1.4053762,1,1225,155.60965,47.840275
3106,87,37,12,0,1,14.47436,9,1.4502577,1,1369,209.50708,81
3106,88,39,12,0,1,15.782052,10.333333,1.392715,1,1521,249.07317,106.77777
3107,78,25,9,0,1,.66666669,.66666669,1.3456759,1,625,.44444448,.44444448
3107,80,27,9,0,1,2.5833333,2.5833333,1.0480882,1,729,6.6736107,6.6736107
3107,82,29,9,0,1,4.6666665,4.6666665,1.2527629,1,841,21.777777,21.777777
3107,83,30,9,0,1,5.6666665,5.6666665,1.5692561,1,900,32.111111,32.111111
3107,85,32,9,0,1,7.6666665,7.6666665,1.6820085,1,1024,58.777775,58.777775
3107,87,34,9,0,1,9.666667,9.666667,1.6127769,1,1156,93.44445,93.44445
3107,88,36,9,0,1,11,11,1.6222377,1,1296,121,121
3108,82,33,18,0,1,10.5,10.5,2.1004686,1,1089,110.25,110.25
3108,83,34,18,0,1,11.480769,11.416667,2.1833599,1,1156,131.80806,130.34029
3108,85,36,18,0,1,13.480769,13.416667,2.1137908,1,1296,181.73114,180.00696
3108,87,38,18,0,1,15.5,15.5,2.3844268,1,1444,240.25,240.25
3108,88,39,18,0,1,16.833334,16.833334,2.1516492,1,1521,283.36115,283.36115
3109,77,33,12,0,1,2.1923077,.5,1.237874,1,1089,4.8062129,.25
3109,78,34,12,0,1,3.1730769,1.5,1.3086346,1,1156,10.068417,2.25
3109,82,38,12,0,1,6.5769234,0,1.2089599,1,1444,43.25592,0
3109,83,38,12,0,1,7.5192308,.91666669,1.1687781,1,1444,56.538834,.84027779
3109,85,40,12,0,1,9.5192308,0,1.068904,1,1600,90.615753,0
3110,73,19,12,0,1,.67307693,.66666669,1.4431159,1,361,.45303255,.44444448
3110,75,21,12,0,1,1.2115384,.5,1.2661853,1,441,1.4678254,.25
3110,78,24,12,0,1,2.5,1.5833334,1.0981125,1,576,6.25,2.5069447
3110,80,26,12,0,0,4.3846154,2,1.5226363,1,676,19.224852,4
3110,82,28,12,0,0,6.2692308,4.0833335,1.7509372,1,784,39.303257,16.673613
3111,77,24,12,0,1,1.5833334,1.5833334,1.5836202,1,576,2.5069447,2.5069447
3111,78,25,12,0,1,2.25,2.25,1.6754278,1,625,5.0625,5.0625
3111,88,35,12,0,1,2.25,.33333334,1.4638956,1,1225,5.0625,.11111112
3112,75,24,16,0,1,3.5961537,.5,1.9204926,1,576,12.932322,.25
3112,77,26,16,0,1,4.5961537,2.5,1.9756619,1,676,21.12463,6.25
3112,78,27,16,0,1,5.6153846,3.5833333,2.1602359,1,729,31.532543,12.840278
3112,80,29,16,0,0,7.5,5.4166665,1.9635689,1,841,56.25,29.340277
3112,82,31,16,0,0,9.3846149,7.5,2.1234577,1,961,88.070999,56.25
3112,83,32,16,0,0,10.384615,8.5,2.2026532,1,1024,107.84023,72.25
3112,85,34,16,0,0,12.384615,10.5,2.2935839,1,1156,153.37869,110.25
3112,87,36,16,0,0,14.384615,0,2.3387134,1,1296,206.91714,0
3113,75,30,12,0,1,1.7115384,1.6666666,1.139434,1,900,2.9293637,2.7777777
3113,77,32,12,0,1,2.2115386,.41666666,1.5157233,1,1024,4.890903,.1736111
3113,78,33,12,0,1,2.7884614,.33333334,.73346895,1,1089,7.7755175,.11111112
3113,82,37,12,0,1,3.3269231,.58333331,1.2089599,1,1369,11.068418,.34027776
